14010000,BA1IO,BD4UNT-#,CW,6dB Q:4 Z:14,24
14014000,G0TZD,DF7GB-#,CW,4dB Q:9+ Z:3,14
21021000,JA3VQW,BD7JNA-#,CW,11dB Q:3* Z:24,25
3507200,SP7Y,OZ1AAB-#,CW,14dB Q:9* Z:14,15
3507200,SP7C,DL0LA-#,CW,8dB Q:2 Z:14,15
14021100,YU1WN,IT9GSF-#,CW,29dB Q:9+ Z:5,15
14053000,N7QD,KW7MM-#,CW,5dB Q:3 Z:3,4
21143900,DL6NBC,IT9GSF-#,CW,16dB Q:2* Z:15,20
14068500,N2GSL,PE5TT-#,CW,6dB Q:4 Z:3,4
14061000,N1RWJ,G4IRN-#,CW,8dB Q:4+ Z:7,14
14040000,IZ5GHG,DL1HWS-#,CW,9dB Q:9+ Z:5,14
14025000,DL6LAL,WZ7I-#,CW,2dB Q:2 Z:3,17
7040000,PY1EW,LZ4UX-#,CW,10dB Q:2 Z:5,20
14035000,W1AW/2,DL8LAS-#,CW,11dB Q:8+ Z:11,14
7028000,JR3VFU,JA1CCA-#,CW,27dB Q:2 Z:25              2243Z,1786056196
14010000,KP4TNC,ZF1A-#,CW,7dB Q:3* Z:8,14
14029200,LZ1TX,AC0C-#,CW,8dB Q:2 Z:4,5
10115300,SM5HQN,DM5GG-#,CW,7dB Q:9* Z:14,15
7037300,W8LKY,W1NT-#,CW,21dB Q:2 Z:3,5
7006500,7K4TSL,JK1QLQ-#,CW,5dB Q:4+ Z:25             2239Z,1786056248
14010000,KP4GC,W8WWV-#,CW,14dB Q:2+ Z:4,5
14067000,DL8NBM,S58W-#,CW,5dB Q:3+ Z:3,15
7037500,HB9YC,ES2RR-#,CW,16dB Q:4+ Z:15             2244Z,1786056282
7054000,K7GND,N6TV-#,CW,10dB Q:5 Z:3,4
14048000,KD8IE,WT9U-#,CW,8dB Q:9+ Z:3,4
14054700,K9IHK,DL8LAS-#,CW,7dB Q:5*+ Z:3,14
7027500,M5TXJ,DL8LAS-#,CW,8dB Q:2+ Z:14             2245Z,1786056334
14022100,OK2BEI,AA4PA-#,CW,15dB Q:2 Z:4,7
7116000,KA8TNK,AC0C-#,CW,12dB Q:2 Z:4,5
14046000,N7BBQ,W6YX-#,CW,13dB Q:8+ Z:3,4
7009300,R4FL,DK3UA-#,CW,11dB Q:9+ Z:14,15
14033500,WB0RLJ,NG7M-#,CW,12dB Q:9+ Z:3,5
14055000,F4LXP,TF3Y-#,CW,8dB Q:9 Z:4,5
18081500,W2BX,NG7M-#,CW,5dB Q:5+ Z:3              2245Z,1786056357
14029200,LZ1KX,K5TR-#,CW,6dB Q:9*+ Z:4,5
14323000,OZ1T,N1DRS,USB,FN42me -> JO46ch           2246Z,1786056379
7030000,W1AW/2,K9IMM-#,CW,15dB Q:9+ Z:4              2246Z,1786056380
18082500,JJ0PKS,WZ7I-#,CW,10dB Q:7+ Z:3,33
14035000,W1AW/2,DM6EE-#,CW,9dB Q:8+ Z:5,14
21007000,VE3OZO,MM9PSY-#,CW,5dB Q:2* Z:7,14
14040000,IZ5GHG,W4KAZ-#,CW,6dB Q:9+ Z:4              2246Z,1786056413
14016500,CT1BQH,RK3TD-#,CW,13dB Q:9+ Z:3,16
21050000,VK4JE,ZL2KS-#,CW,10dB Q:2 Z:32              2246Z,1786056413
7046000,KC7NBM,W6YX-#,CW,14dB Q:2 Z:3,5
3573000,PR2AO,PY2TR,FT8,GG66ql -> GG66             2247Z,1786056427
14052000,K3EW,F4GOU-#,CW,12dB Q:9*+ Z:3,14
14049000,JJ1FXF,BA4OP-#,CW,14dB Q:4+ Z:24,25
14030000,TA1CW,F4GOU-#,CW,5dB Q:4 Z:14,15
14054500,K9IH,OE9GHV-#,CW,3dB Q:2 Z:4,15
7038000,YO4BEX,SZ1A-#,CW,3dB Q:2 Z:15,20
7024000,BD9MI,BG4GOV-#,CW,13dB Q:3 Z:24              2247Z,1786056464
14067000,DL8NBM,IK7YTT-#,CW,7dB Q:3+ Z:15             2247Z,1786056470
14025300,G5NIK,WB6BEE-#,CW,11dB Q:5+ Z:3              2247Z,1786056476
7034500,VE3UXJ,W2NNN-#,CW,6dB Q:9+ Z:5              2248Z,1786056503
7037500,HB9YC,TF3Y-#,CW,3dB Q:4+ Z:14,40
14033500,WB0RLJ,WS3W-#,CW,8dB Q:9*+ Z:4,5
14025000,N7AT,K8IA,CW,2249Z,1786056541
14031000,RT0O,EA8/DF-#,CW,7dB Q:2 Z:25,33
14030100,WD4GWK,WA7LNW-#,CW,17dB Q:2 Z:3,4
10104500,DL3EL,ES5PC-#,CW,15dB Q:2 Z:15              2249Z,1786056555
14025000,K8IA,K8IA,CW,2249Z,1786056556
14050000,WB7S,K7RUT-#,CW,8dB Q:3 Z:3,5
14029100,LZ1KX,DC8YZ-#,CW,10dB Q:9*+ Z:14            2249Z,1786056566
50016000,GB3BAA,G3AKX-#,CW,16dB Q:2+ Z:14             2247Z,1786056567
14074000,7X5CY,JH7RTQ,FT8,460Hz                      2249Z,1786056571
14003000,EA4AOC,RK3TD-#,CW,11dB Q:9+ Z:4,15
14018200,I1YRL,WS3W-#,CW,11dB Q:2* Z:5              2249Z,1786056586
14032700,DL1JZ,KC4YVA-#,CW,3dB Q:9 Z:4,5
18082500,JJ0PKS,VK6ANC-#,CW,5dB Q:9+ Z:4,5
50313000,N6NFB,JG1TSG,FT8,753Hz                      2249Z,1786056594
7038900,YO4GOU,SZ1A-#,CW,9dB Q:4* Z:15,20
7032000,EA4AOC,DK9IP-#,CW,18dB Q:9 Z:14,20
14040000,IZ5GHG,N9CO-#,CW,17dB Q:9*+ Z:4,14
14007500,OK2BEI,BD8CS-#,CW,13dB Q:3 Z:5,24
14015000,JA5TX,SE5E-#,CW,14dB Q:9+ Z:14,24
14217000,OA4DA,NR4A,USB,EL88rl -> FH19na           2250Z,1786056617
14025300,G5NI,N2EPE-#,CW,3dB Q:3*+ Z:5,7
14046000,N7BBQ,KD7EFG-#,CW,18dB Q:8+ Z:3,14
14016500,CT1BQH,W3UA-#,CW,31dB Q:9+ Z:4,5
14061000,NI6L,VE4DRK-#,CW,5dB Q:5+ Z:3,4
18073900,N9EP/M,G4IRN-#,CW,12dB Q:4 Z:3,14
7030000,W1AW/2,AA4PA-#,CW,17dB Q:9+ Z:4,5
14048000,KD8IE,WT9U-#,CW,8dB Q:9+ Z:4              2250Z,1786056641
14061000,NI6LK,KD7EFG-#,CW,25dB Q:3+ Z:3              2250Z,1786056643
7025000,BG9OHR,BD4UNT-#,CW,14dB Q:3+ Z:24             2250Z,1786056644
10123000,OZ1ING,ON6ZQ-#,CW,7dB Q:5 Z:5,14
14112500,PA3BUL,S50ARX-#,CW,3dB Q:3*+ Z:15            2250Z,1786056647
14052800,K7LVJ,K5TR-#,CW,17dB Q:2+ Z:4,5
7021000,JA4OIN,BA4OP-#,CW,5dB Q:2 Z:24,25
14031000,KK7D,WE9V-#,CW,7dB Q:9 Z:3,4
7024000,BH2SMF,JE2YCR-#,CW,19dB Q:2 Z:25              2251Z,1786056675
14035000,W1AW/2,K7CO-#,CW,2dB Q:8*+ Z:3,7
14067000,DL8NBM,MM9PSY-#,CW,4dB Q:3+ Z:14,15
14060100,DK4AN,N2YCH-#,CW,5dB Q:9*+ Z:3,4
14049000,JJ1FXF,BD8CS-#,CW,6dB Q:4+ Z:24             2251Z,1786056705
21040000,JI6MDA,BH4RRG-#,CW,5dB Q:3* Z:24,25
7013000,OZ1ING,RK3TD-#,CW,7dB Q:9+ Z:14,15
7014000,JL3RNZ/8,JE2YCR-#,CW,32dB Q:5+ Z:25             2252Z,1786056730
14033500,WB0RLJ,K7CO-#,CW,14dB Q:9+ Z:3,4
7015000,OH7DJI,OK1HRA-#,CW,8dB Q:9* Z:14,15
7116000,KA8TNK,W3UA-#,CW,16dB Q:2+ Z:4,5
14022500,OK2BEI,F4GOU-#,CW,12dB Q:9* Z:3,14
14022500,OK2BEI,EI4HQ-#,CW,8dB Q:8*+ Z:14,15
7037300,W8LKY,N2EPE-#,CW,12dB Q:6+ Z:4,5
14010500,DL6LAL,WZ7I-#,CW,4dB Q:2 Z:3,14
14044600,AK0U,KW7MM-#,CW,6dB Q:2 Z:3               2252Z,1786056767
14029100,LZ1KX,HB9BXE-#,CW,12dB Q:9*+ Z:5,14
14003000,EA4AOC,LZ4UX-#,CW,4dB Q:9+ Z:4,5
7025000,WZ2J,K9LC-#,CW,13dB Q:9 Z:3,4
7037500,HB9YC,OK1FCJ-#,CW,15dB Q:4+ Z:14,15
14003000,EA4AOC,K0VW,CW,2253Z,1786056791
18082500,JJ0PKS,BA6KC-#,CW,7dB Q:9+ Z:24             2253Z,1786056799
7009300,R4FL,MM0ZBH-#,CW,10dB Q:9*+ Z:14,15
14025500,G5NI,DL8LAS-#,CW,12dB Q:3+ Z:14             2253Z,1786056822
7045000,K8TLJ,WE9V-#,CW,9dB Q:2 Z:4               2253Z,1786056823
14040000,IZ5GHG,DL1HWS-#,CW,14dB Q:9+ Z:14,15
14203000,TI2CC,NR4A,USB,EL88rl -> EJ79vw           2253Z,1786056828
14039000,KJ5VW,W3RGA-#,CW,6dB Q:6*+ Z:3,4
50313000,N0AV,JG1TSG,FT8,2556Hz                     2253Z,1786056867
7030000,W1AW/2,G3AKX-#,CW,12dB Q:9+ Z:4,14
14061000,NI6LK,G4IRN-#,CW,13dB Q:3+ Z:3,14
7110000,KA8TNK,W1NT-#,CW,15dB Q:3 Z:4,5
14048000,KD8IE,W1NT-#,CW,9dB Q:9+ Z:3,4
14060000,W5MH,VE6WZ-#,CW,19dB Q:3 Z:3,4
14112400,PA3BUL,W1NT-#,CW,7dB Q:3*+ Z:5             2254Z,1786056896
